time,n,avg,stddev ,bps
920361756,423,126.64,46.88,1428.53
920362056,422,127.03,47.17,1429.52
920362356,431,126.02,48.73,1448.40
920362656,438,123.48,48.79,1442.24
920362956,435,125.25,48.39,1452.85
920363256,425,126.44,48.32,1432.96
920363556,469,124.14,59.98,1552.53
920363856,429,125.55,48.15,1436.35
920364156,431,126.17,47.82,1450.08
920364456,737,119.36,48.91,2345.81
920364756,430,125.84,47.69,1442.96
920365056,430,126.38,48.28,1449.15
920365356,430,125.56,47.31,1439.73
920365656,432,125.22,48.15,1442.53
920365956,439,124.93,49.00,1462.53
920366256,425,126.24,47.02,1430.77
920366556,426,126.48,46.54,1436.85
920366856,441,123.91,49.61,1457.20
920367156,457,125.13,60.19,1524.96
920367456,424,126.52,47.57,1430.48
920367756,426,126.11,48.71,1432.59
920368056,723,120.51,48.64,2323.36
920368356,444,124.72,47.62,1476.67
920368656,422,127.15,48.51,1430.85
920368956,424,126.34,47.37,1428.51
920369256,428,125.89,47.80,1436.88
920369556,420,127.85,47.92,1431.97
920369856,416,127.25,47.10,1411.57
920370156,427,126.73,47.60,1443.04
920370456,424,126.36,48.60,1428.75
920370756,459,126.66,70.14,1550.32
920371056,417,127.35,47.53,1416.19
920371356,426,126.77,47.78,1440.05
920371656,730,119.72,49.05,2330.56
920371956,416,127.89,47.02,1418.75
920372256,429,126.09,48.83,1442.43
920372556,16,143.25,56.31,61.12
920293356,8197,189.70,331.50,41464.96
920293656,7160,121.81,151.02,23257.73
920293956,9566,167.63,300.72,42760.61
920294256,7458,147.12,317.67,29259.89
920294556,3987,160.62,351.03,17077.28
920294856,4344,170.87,356.34,19793.17
920295156,3632,216.33,426.32,20951.81
920295456,3613,367.96,564.85,35451.25
920295756,3109,245.78,458.25,20376.72
920296056,4611,274.89,490.22,33800.51
920296356,6482,248.06,453.23,42877.68
920296656,10087,233.21,449.73,62731.23
920296956,6163,283.69,491.12,46623.47
920297256,4498,303.09,515.78,36354.77
920297556,12846,323.20,532.14,110716.96
920297856,10708,289.51,502.30,82668.43
920298156,9051,266.75,479.04,64383.20
920298456,10637,192.63,397.04,54638.93
920298756,11638,346.13,552.81,107420.13
920299056,17981,288.37,506.07,138269.87
920299356,9987,293.75,503.80,78231.01
920299656,10038,273.35,480.05,73171.47
920299956,10592,239.89,451.25,67758.40
920300256,15246,274.12,485.50,111444.40
920300556,17114,207.34,416.66,94622.29
920300856,21792,208.35,418.60,121076.56
920301156,14628,299.93,517.97,116996.24
920301456,17489,220.43,441.54,102802.99
920301756,14248,244.15,461.72,92765.01
920302056,8930,80.12,171.34,19079.33
920302356,10873,70.46,149.07,20428.21
920302656,20058,212.62,418.71,113726.59
920302956,15904,220.35,431.98,93452.69
920303256,12825,171.84,373.63,58770.99
920303556,14352,164.91,360.16,63112.77
920303856,13242,181.95,381.66,64251.84
920304156,16351,219.91,433.16,95885.23
920304456,16946,253.60,483.65,114601.63
920304756,14345,153.00,348.26,58528.61
920305056,11703,158.63,357.26,49506.29
920305356,14438,186.05,404.53,71631.73
920305656,13762,185.24,390.68,67981.60
920305956,16590,325.96,552.20,144204.51
920306256,14227,131.60,309.30,49927.09
920306556,12307,159.49,359.63,52344.08
920306856,11494,118.62,286.88,36356.80
920307156,11798,153.88,350.93,48411.68
920307456,12938,140.97,318.54,48638.11
920307756,12754,161.45,370.88,54909.28
920308056,13215,241.31,485.56,85036.19
920308356,12303,155.14,346.39,50898.67
920308656,11821,143.06,333.80,45095.41
920308956,12969,148.05,337.37,51202.24
920309256,14080,149.05,343.44,55963.15
920309556,13564,138.25,327.15,50005.25
920309856,12763,190.61,402.70,64872.56
920310156,14344,203.38,424.39,77793.47
920310456,13964,329.39,551.58,122655.07
920310756,14031,203.05,415.70,75973.68
920311056,13707,249.97,484.98,91370.40
920311356,12768,191.73,397.66,65281.41
920311656,12250,182.40,392.00,59583.52
920311956,10935,169.95,361.56,49558.75
920312256,11283,138.61,315.36,41704.72
920312556,11266,175.49,374.58,52721.89
920312856,11509,267.86,492.80,82209.52
920313156,10282,188.58,398.70,51706.05
920313456,13066,327.94,539.29,114261.39
920313756,8448,146.43,329.35,32986.83
920314056,8903,163.56,366.12,38831.09
920314356,10561,268.40,493.86,75588.91
920314656,9480,317.55,545.34,80275.95
920314956,8409,210.48,424.27,47198.67
920315256,8417,124.38,294.34,27916.99
920315556,8352,90.81,229.70,20224.99
920315856,7817,100.12,251.84,20869.76
920316156,9331,83.45,199.79,20764.53
920316456,14120,231.10,474.31,87018.11
920316756,11556,175.26,386.18,54008.59
920317056,12049,226.71,443.74,72843.68
920317356,10766,185.89,393.01,53366.77
920317656,12738,180.46,385.71,61297.33
920317956,9656,106.28,263.21,27367.23
920318256,9768,169.24,380.90,44082.40
920318556,15542,302.68,531.59,125444.91
920318856,13698,223.50,447.53,81638.75
920319156,11579,140.02,326.45,43235.81
920319456,6874,90.09,213.57,16514.83
920319756,8894,141.35,331.30,33524.03
920320056,6640,71.07,151.11,12584.37
920320356,6481,108.60,265.88,18768.75
920320656,6889,98.49,233.77,18092.77
920320956,12725,123.06,289.19,41756.67
920321256,11623,136.70,321.71,42368.69
920321556,13527,117.37,287.00,42337.60
920321856,10268,140.18,330.64,38383.92
920322156,7148,149.91,355.05,28575.15
920322456,11419,175.99,382.40,53590.59
920322756,12933,187.22,388.62,64567.57
920323056,13251,195.07,403.70,68928.64
920323356,13458,177.51,387.13,63704.05
920323656,18784,226.09,446.35,113252.19
920323956,12191,217.67,441.60,70762.64
920324256,11871,170.79,368.28,54064.53
920324556,15917,234.56,459.86,99560.29
920324856,9743,235.59,457.19,61209.28
920325156,11799,215.45,430.12,67788.51
920325456,10890,153.71,344.66,44636.77
920325756,12005,251.56,480.09,80531.60
920326056,5447,197.04,414.78,28620.00
920326356,11348,314.46,539.49,95158.88
920326656,8682,299.48,521.65,69335.33
920326956,11960,248.64,469.37,79298.19
920327256,9263,213.92,426.73,52839.92
920327556,5780,182.61,389.14,28145.95
920327856,9259,463.18,636.74,114362.29
920328156,5317,173.75,361.82,24636.00
920328456,8000,138.74,325.11,29598.48
920328756,5505,147.60,353.99,21667.73
920329056,4912,267.11,510.88,34988.37
920329356,2453,61.97,109.67,4053.36
920329656,4723,323.67,542.73,40764.56
920329956,3717,51.70,35.16,5124.29
920330256,3298,137.65,323.14,12106.21
920330556,3427,165.45,372.37,15120.08
920330856,4729,85.37,205.07,10766.29
920331156,4565,101.55,246.97,12361.73
920331456,4491,220.82,430.65,26444.99
920331756,2349,139.08,307.52,8712.16
920332056,2882,89.94,199.37,6911.81
920332356,2766,166.37,350.97,12271.41
920332656,2277,137.63,306.17,8356.64
920332956,976,126.39,307.18,3289.39
920333256,1579,236.90,464.15,9975.01
920333556,1911,167.40,354.21,8530.80
920333856,2680,244.67,437.40,17485.63
920334156,3004,233.73,429.93,18723.33
920334456,2502,189.38,376.82,12635.36
920334756,2507,215.56,416.69,14410.72
920335056,2432,97.31,205.93,6310.85
920335356,2363,248.62,452.72,15666.24
920335656,1109,110.52,142.16,3268.56
920335956,1293,108.46,196.67,3739.65
920336256,929,83.62,51.66,2071.49
920336556,1014,179.41,336.10,4851.20
920336856,1662,234.69,432.00,10401.31
920337156,2583,306.00,506.22,21077.47
920337456,1379,145.53,303.70,5351.76
920337756,1864,282.00,481.12,14017.20
920338056,2877,232.29,419.55,17821.41
920338356,2957,312.30,507.03,24625.52
920338656,1649,176.06,344.00,7741.84
920338956,2008,256.42,453.46,13730.48
920339256,1786,179.18,346.26,8533.65
920339556,2213,310.13,508.09,18301.95
920339856,1899,154.26,297.18,7811.92
920340156,1481,178.48,344.65,7048.88
920340456,1859,334.08,531.79,16561.55
920340756,1901,338.51,537.36,17160.29
920341056,1483,310.62,520.15,12284.16
920341356,929,89.14,88.01,2208.21
920341656,1091,77.78,49.32,2262.80
920341956,695,100.27,74.07,1858.35
920342256,987,117.07,224.74,3081.23
920342556,1793,72.36,101.54,3459.97
920342856,1130,96.25,59.92,2900.19
920343156,1063,78.28,49.55,2218.85
920343456,933,107.60,182.60,2677.01
920343756,1210,74.84,48.93,2414.99
920344056,978,83.06,57.42,2166.16
920344356,1067,80.34,63.15,2285.81
920344656,703,97.65,68.17,1830.53
920344956,603,104.70,56.11,1683.57
920345256,561,111.26,67.48,1664.43
920345556,616,123.49,147.28,2028.51
920345856,540,110.76,54.94,1594.96
920346156,1020,79.57,50.45,2164.37
920346456,1490,82.18,50.33,3265.39
920346756,1657,66.83,42.58,2953.04
920347056,858,86.90,52.55,1988.29
920347356,1162,76.75,51.01,2378.19
920347656,1764,65.88,41.59,3099.09
920347956,693,100.19,65.14,1851.57
920348256,603,155.91,261.51,2507.09
920348556,692,96.52,53.84,1781.12
920348856,963,110.65,198.52,2841.41
920349156,479,122.67,60.10,1566.88
920349456,436,125.13,47.64,1454.80
920349756,439,125.12,48.04,1464.69
920350056,742,119.20,48.73,2358.56
920350356,444,124.00,48.09,1468.13
920350656,441,124.95,48.56,1469.47
920350956,493,121.02,50.87,1590.96
920351256,441,124.38,47.92,1462.75
920351556,441,125.28,48.16,1473.31
920351856,439,124.07,47.94,1452.43
920352156,441,125.12,47.67,1471.41
920352456,442,123.97,49.11,1461.17
920352756,471,123.53,60.11,1551.49
920353056,438,125.07,47.39,1460.83
920353356,440,124.83,48.29,1464.64
920353656,737,119.50,48.76,2348.53
920353956,439,125.21,47.13,1465.84
920354256,434,125.74,48.56,1455.17
920354556,441,124.05,47.83,1458.85
920354856,438,124.40,48.35,1452.99
920355156,440,124.78,49.02,1464.03
920355456,468,126.50,83.60,1578.75
920355756,435,125.70,47.76,1458.13
920356056,429,126.31,47.88,1444.96
920356356,459,126.71,70.03,1550.88
920356656,426,126.14,47.78,1432.93
920356956,439,124.36,49.12,1455.89
920357256,720,120.82,48.47,2319.73
920357556,425,126.52,47.49,1433.89
920357856,428,126.61,48.27,1445.09
920358156,424,126.22,47.36,1427.09
920358456,423,126.63,47.58,1428.35
920358756,435,125.70,48.56,1458.11
920359056,427,125.93,47.19,1433.87
920359356,438,124.88,48.46,1458.56
920359656,431,125.73,48.36,1445.01
920359956,465,126.00,70.00,1562.43
920360256,424,127.02,46.83,1436.13
920360556,433,125.94,47.82,1454.24
920360856,738,119.35,48.85,2348.85
920361156,423,127.08,47.01,1433.41
920361456,434,125.06,49.51,1447.33
920361756,423,126.64,46.88,1428.53
920362056,422,127.03,47.17,1429.52
920362356,431,126.02,48.73,1448.40
920362656,438,123.48,48.79,1442.24
920362956,435,125.25,48.39,1452.85
920363256,425,126.44,48.32,1432.96
920363556,469,124.14,59.98,1552.53
920363856,429,125.55,48.15,1436.35
920364156,431,126.17,47.82,1450.08
920364456,737,119.36,48.91,2345.81
920364756,430,125.84,47.69,1442.96
920365056,430,126.38,48.28,1449.15
920365356,430,125.56,47.31,1439.73
920365656,432,125.22,48.15,1442.53
920365956,439,124.93,49.00,1462.53
920366256,425,126.24,47.02,1430.77
920366556,426,126.48,46.54,1436.85
920366856,441,123.91,49.61,1457.20
920367156,457,125.13,60.19,1524.96
920367456,424,126.52,47.57,1430.48
920367756,426,126.11,48.71,1432.59
920368056,723,120.51,48.64,2323.36
920368356,444,124.72,47.62,1476.67
920368656,422,127.15,48.51,1430.85
920368956,424,126.34,47.37,1428.51
920369256,428,125.89,47.80,1436.88
920369556,420,127.85,47.92,1431.97
920369856,416,127.25,47.10,1411.57
920370156,427,126.73,47.60,1443.04
920370456,424,126.36,48.60,1428.75
920370756,459,126.66,70.14,1550.32
920371056,417,127.35,47.53,1416.19
920371356,426,126.77,47.78,1440.05
920371656,730,119.72,49.05,2330.56
920371956,416,127.89,47.02,1418.75
920372256,429,126.09,48.83,1442.43
920372556,16,143.25,56.31,61.12
920293352,2837,321.64,524.49,24333.36
920293652,939,138.48,314.16,3467.63
920293952,2884,256.02,466.34,19689.33
920294252,4541,217.95,417.12,26392.35
920294552,2189,190.50,390.17,11120.08
920294852,2748,231.99,427.51,17000.53
920295152,2386,257.31,470.37,16372.05
920295452,3767,375.07,571.93,37676.80
920295752,2461,235.00,439.65,15422.37
920296052,4545,299.02,516.16,36240.67
920296352,5574,274.30,479.08,40771.44
920296652,7712,281.13,496.83,57814.88
920296952,5667,287.39,495.33,43430.91
920297252,4501,296.51,508.35,35588.53
920297552,12762,323.84,533.67,110208.69
920297852,9459,319.87,526.34,80683.25
920298152,8385,280.22,492.80,62656.88
920298452,7887,236.55,447.13,49751.04
920298752,10776,367.79,568.46,105688.51
920299052,13573,353.31,556.29,127880.75
920299352,9743,306.90,514.37,79737.95
920299652,10000,272.92,481.05,72779.28
920299952,9858,250.26,461.88,65788.83
920300252,14080,290.64,500.41,109125.89
920300552,16333,213.32,423.79,92908.80
920300852,19747,222.82,435.68,117331.63
920301152,14154,307.17,524.89,115939.09
920301452,16214,217.59,437.09,94081.92
920301752,13009,277.13,495.10,96139.76
920302052,6387,76.41,178.40,13014.80
920302352,8613,64.95,126.67,14917.07
920302652,18536,217.35,423.11,107433.25
920302952,15014,219.34,430.97,87816.93
920303252,11669,204.77,420.29,63720.43
920303552,13191,174.20,373.68,61278.05
920303852,11871,193.23,396.05,61168.67
920304152,15323,231.62,447.29,94642.83
920304452,15857,264.64,495.02,111903.87
920304752,13833,153.15,349.96,56495.81
920305052,10810,161.58,361.76,46576.83
920305352,12273,204.83,429.55,67037.44
920305652,13599,186.31,392.76,67563.87
920305952,15486,340.46,563.32,140595.71
920306252,13723,138.58,322.03,50711.39
920306552,10994,172.00,378.03,50425.73
920306852,10212,125.40,302.60,34147.68
920307152,10669,129.84,306.33,36939.73
920307452,12687,141.49,320.31,47869.39
920307752,12183,163.28,374.72,53045.57
920308052,13145,235.97,480.53,82716.08
920308352,11673,159.21,352.70,49560.43
920308652,10485,154.21,351.61,43115.79
920308952,10165,170.15,371.41,46120.72
920309252,10670,177.40,386.32,50477.52
920309552,11582,153.39,351.34,47374.48
920309852,11282,208.72,424.68,62795.44
920310152,13328,212.58,435.22,75554.00
920310452,11953,374.11,582.86,119246.61
920310752,12500,211.62,424.55,70539.76
920311052,12161,272.71,506.88,88438.13
920311352,11273,203.72,413.67,61240.96
920311652,12336,184.84,394.29,60805.39
920311952,9267,186.14,383.25,45999.95
920312252,8291,149.96,332.13,33154.11
920312552,9203,190.17,393.28,46669.68
920312852,9819,299.71,522.48,78477.17
920313152,8855,205.48,420.98,48519.95
920313452,12457,339.12,547.86,112649.52
920313752,7702,153.37,343.32,31499.28
920314052,7876,174.39,385.06,36627.07
920314352,10466,269.58,495.50,75237.92
920314652,9266,321.46,548.74,79431.52
920314952,8233,213.04,428.19,46772.27
920315252,6894,137.58,321.40,25292.40
920315552,7420,91.72,234.79,18148.83
920315852,7589,100.50,254.41,20338.80
920316152,9101,83.08,201.38,20162.75
920316452,13067,243.22,488.65,84751.52
920316752,9587,193.15,411.80,49380.05
920317052,9124,271.68,489.26,66101.87
920317352,9823,198.79,408.53,52071.12
920317652,11692,191.62,402.44,59745.97
920317952,8860,109.51,273.47,25873.79
920318252,8245,188.24,409.35,41387.89
920318552,14058,302.88,532.15,113542.00
920318852,12768,230.78,456.65,78576.93
920319152,10987,135.74,320.31,39771.33
920319452,5801,93.30,223.42,14432.61
920319752,7198,141.49,336.40,27157.84
920320052,6077,92.19,221.05,14940.16
920320352,5709,103.58,255.05,15768.43
920320652,6670,98.23,235.79,17471.12
920320952,12402,124.70,292.28,41239.20
920321252,11044,138.53,327.61,40797.15
920321552,13343,118.40,288.85,42127.39
920321852,10349,139.15,329.49,38400.99
920322152,6963,152.31,359.41,28280.64
920322452,9907,190.97,402.50,50452.24
920322752,11039,208.88,414.22,61488.13
920323052,12155,202.78,412.86,65727.20
920323352,12436,187.74,401.60,62260.19
920323652,17476,238.02,459.67,110921.81
920323952,10733,229.16,456.64,65587.92
920324252,11073,179.19,380.07,52911.20
920324552,14805,251.57,477.01,99319.57
920324852,9128,246.13,470.53,59912.48
920325152,11719,216.00,431.54,67501.07
920325452,10532,156.21,349.22,43872.67
920325752,10468,279.67,506.58,78067.89
920326052,5139,204.82,424.93,28068.32
920326352,10165,343.77,561.06,93184.72
920326652,7846,318.03,536.83,66541.15
920326952,10963,268.85,488.99,78596.21
920327252,7811,237.39,452.41,49446.83
920327552,5162,195.04,407.03,26848.37
920327852,9059,465.81,638.49,112526.37
920328152,5241,167.38,353.08,23393.07
920328452,6392,161.40,369.01,27511.09
920328752,5456,147.55,355.46,21467.39
920329052,3727,322.21,561.22,32023.52
920329352,2222,63.00,125.27,3733.04
920329652,4828,316.91,538.66,40800.61
920329952,3723,50.83,34.63,5046.77
920330252,3460,132.54,316.27,12228.72
920330552,3478,162.38,370.24,15060.27
920330852,4734,84.15,204.53,10622.83
920331152,4544,100.81,247.17,12215.33
920331452,4607,215.86,426.28,26519.07
920331752,2435,132.43,299.91,8599.20
920332052,2598,85.60,209.34,5930.08
920332352,2809,156.21,337.57,11701.52
920332652,2371,128.53,294.11,8126.48
920332952,1132,99.80,258.25,3012.51
920333252,1636,228.34,458.05,9961.81
920333552,2174,150.93,334.87,8749.76
920333852,2763,230.46,423.53,16980.56
920334152,3108,226.48,424.39,18770.85
920334452,2571,184.42,372.79,12644.08
920334752,2573,209.25,412.53,14357.23
920335052,2549,93.97,201.59,6387.73
920335352,2396,244.52,450.73,15623.04
920335652,1035,93.36,147.81,2576.83
920335952,1450,99.74,187.15,3856.64
920336252,1086,75.28,50.01,2180.08
920336552,1172,158.96,316.75,4968.11
920336852,1814,215.52,415.22,10425.41
920337152,2746,289.43,495.30,21193.92
920337452,1557,132.41,288.04,5497.68
920337752,1895,271.92,477.05,13740.99
920338052,3144,218.24,406.71,18297.15
920338352,3037,303.68,502.65,24594.08
920338652,1725,168.65,337.94,7757.97
920338952,2249,232.60,433.88,13949.87
920339252,1600,180.72,366.29,7710.61
920339552,2284,285.45,488.00,17386.03
920339852,2077,143.61,286.12,7954.13
920340152,1635,164.24,330.88,7160.88
920340452,1981,299.49,506.52,15820.83
920340752,2069,313.28,521.93,17284.59
920341052,1657,281.18,499.49,12424.21
920341352,1051,76.33,50.63,2139.41
920341652,1234,71.69,47.90,2359.12
920341952,838,84.14,60.00,1880.32
920342252,1178,103.12,207.90,3239.23
920342552,1904,69.29,98.78,3518.11
920342852,942,79.57,52.34,1998.72
920343152,1199,72.27,48.38,2310.83
920343452,1065,97.25,172.54,2761.95
920343752,1353,70.02,47.74,2526.37
920344052,1137,75.50,55.58,2289.23
920344352,1194,73.99,60.87,2355.97
920344652,856,85.74,66.24,1957.20
920344952,755,88.91,57.22,1790.13
920345252,653,94.55,56.80,1646.37
920345552,718,106.47,137.41,2038.45
920345852,632,97.81,57.97,1648.48
920346152,1130,74.13,49.25,2233.81
920346452,1341,69.58,46.47,2488.08
920346752,1781,63.77,41.56,3028.53
920347052,1015,77.18,51.16,2088.91
920347352,1296,71.54,49.94,2472.59
920347652,1899,63.03,40.53,3191.60
920347952,730,89.54,55.69,1743.01
920348252,785,126.99,234.94,2658.27
920348552,830,84.24,54.21,1864.43
920348852,1110,99.67,186.66,2950.35
920349152,597,99.21,57.32,1579.39
920349452,605,98.00,57.53,1581.07
920349752,588,99.57,57.62,1561.28
920350052,590,99.31,57.63,1562.51
920350352,600,98.37,57.61,1573.92
920350652,613,97.31,57.47,1590.72
920350952,605,98.15,57.48,1583.49
920351252,618,97.22,57.23,1602.16
920351552,624,96.75,57.13,1609.92
920351852,634,95.83,57.13,1620.16
920352152,555,103.34,57.20,1529.44
920352452,569,102.39,56.74,1553.55
920352752,595,99.15,57.41,1573.23
920353052,603,98.49,57.32,1583.73
920353352,612,97.75,57.24,1595.20
920353652,635,95.87,57.08,1623.33
920353952,595,99.30,57.31,1575.63
920354252,631,96.07,57.14,1616.48
920354552,631,96.64,56.95,1626.08
920354852,593,99.48,57.33,1573.07
920355152,616,97.35,57.23,1599.15
920355452,626,96.64,57.06,1613.23
920355752,624,96.64,57.20,1608.16
920356052,607,98.17,57.26,1589.12
920356352,603,98.60,57.29,1585.47
920356652,634,95.67,57.20,1617.44
920356952,586,99.53,57.79,1555.31
920357252,594,98.71,57.77,1563.57
920357552,578,100.18,57.88,1544.05
920357852,590,98.89,57.94,1555.95
920358152,605,97.54,57.86,1573.65
920358452,577,100.40,57.79,1544.80
920358752,535,105.37,57.23,1503.33
920359052,547,104.03,57.27,1517.44
920359352,579,100.33,57.69,1549.12
920359652,572,100.83,57.86,1538.03
920359952,592,99.10,57.68,1564.43
920360252,590,99.31,57.65,1562.51
920360552,583,99.86,57.77,1552.43
920360852,598,98.57,57.63,1571.84
920361152,580,100.42,57.62,1553.09
920361452,596,98.97,57.47,1572.91
920361752,594,99.01,57.58,1568.32
920362052,607,97.74,57.58,1582.08
920362352,582,99.68,57.04,1547.04
920362652,587,99.34,57.83,1554.99
920362952,579,100.16,57.84,1546.40
920363252,581,99.93,57.85,1548.27
920363552,595,98.65,57.82,1565.23
920363852,604,98.36,57.37,1584.19
920364152,578,100.33,57.78,1546.45
920364452,599,98.39,57.68,1571.63
920364752,605,97.89,57.61,1579.25
920365052,598,98.65,57.52,1573.12
920365352,538,105.01,57.20,1506.51
920365652,575,101.06,57.36,1549.55
920365952,613,97.04,57.63,1586.35
920366252,623,96.67,57.27,1606.05
920366552,589,99.22,57.79,1558.35
920366852,640,95.20,57.34,1624.72
920367152,596,98.39,57.88,1563.73
920367452,597,98.35,57.81,1565.65
920367752,594,98.51,57.91,1560.32
920368052,612,96.81,57.85,1579.89
920368352,585,99.67,57.82,1554.83
920368652,616,96.83,57.59,1590.59
920368952,602,97.92,57.84,1571.95
920369252,581,99.85,57.89,1546.99
920369552,612,96.88,57.81,1581.12
920369852,615,96.92,57.72,1589.49
920370152,608,97.31,57.77,1577.65
920370452,596,98.52,57.75,1565.87
920370752,592,98.64,57.96,1557.23
920371052,640,94.84,57.38,1618.56
920371352,580,100.20,57.77,1549.73
920371652,566,101.51,57.73,1532.11
920371952,524,106.38,57.31,1486.45
920372252,559,102.01,57.92,1520.64
920293352,2837,321.64,524.49,24333.36
920293652,939,138.48,314.16,3467.63
920293952,2884,256.02,466.34,19689.33
920294252,4541,217.95,417.12,26392.35
920294552,2189,190.50,390.17,11120.08
920294852,2748,231.99,427.51,17000.53
920295152,2386,257.31,470.37,16372.05
920295452,3767,375.07,571.93,37676.80
920295752,2461,235.00,439.65,15422.37
920296052,4545,299.02,516.16,36240.67
920296352,5574,274.30,479.08,40771.44
920296652,7712,281.13,496.83,57814.88
920296952,5667,287.39,495.33,43430.91
920297252,4501,296.51,508.35,35588.53
920297552,12762,323.84,533.67,110208.69
920297852,9459,319.87,526.34,80683.25
920298152,8385,280.22,492.80,62656.88
920298452,7887,236.55,447.13,49751.04
920298752,10776,367.79,568.46,105688.51
920299052,13573,353.31,556.29,127880.75
920299352,9743,306.90,514.37,79737.95
920299652,10000,272.92,481.05,72779.28
920299952,9858,250.26,461.88,65788.83
920300252,14080,290.64,500.41,109125.89
920300552,16333,213.32,423.79,92908.80
920300852,19747,222.82,435.68,117331.63
920301152,14154,307.17,524.89,115939.09
920301452,16214,217.59,437.09,94081.92
920301752,13009,277.13,495.10,96139.76
920302052,6387,76.41,178.40,13014.80
920302352,8613,64.95,126.67,14917.07
920302652,18536,217.35,423.11,107433.25
920302952,15014,219.34,430.97,87816.93
920303252,11669,204.77,420.29,63720.43
920303552,13191,174.20,373.68,61278.05
920303852,11871,193.23,396.05,61168.67
920304152,15323,231.62,447.29,94642.83
920304452,15857,264.64,495.02,111903.87
920304752,13833,153.15,349.96,56495.81
920305052,10810,161.58,361.76,46576.83
920305352,12273,204.83,429.55,67037.44
920305652,13599,186.31,392.76,67563.87
920305952,15486,340.46,563.32,140595.71
920306252,13723,138.58,322.03,50711.39
920306552,10994,172.00,378.03,50425.73
920306852,10212,125.40,302.60,34147.68
920307152,10669,129.84,306.33,36939.73
920307452,12687,141.49,320.31,47869.39
920307752,12183,163.28,374.72,53045.57
920308052,13145,235.97,480.53,82716.08
920308352,11673,159.21,352.70,49560.43
920308652,10485,154.21,351.61,43115.79
920308952,10165,170.15,371.41,46120.72
920309252,10670,177.40,386.32,50477.52
920309552,11582,153.39,351.34,47374.48
920309852,11282,208.72,424.68,62795.44
920310152,13328,212.58,435.22,75554.00
920310452,11953,374.11,582.86,119246.61
920310752,12500,211.62,424.55,70539.76
920311052,12161,272.71,506.88,88438.13
920311352,11273,203.72,413.67,61240.96
920311652,12336,184.84,394.29,60805.39
920311952,9267,186.14,383.25,45999.95
920312252,8291,149.96,332.13,33154.11
920312552,9203,190.17,393.28,46669.68
920312852,9819,299.71,522.48,78477.17
920313152,8855,205.48,420.98,48519.95
920313452,12457,339.12,547.86,112649.52
920313752,7702,153.37,343.32,31499.28
920314052,7876,174.39,385.06,36627.07
920314352,10466,269.58,495.50,75237.92
920314652,9266,321.46,548.74,79431.52
920314952,8233,213.04,428.19,46772.27
920315252,6894,137.58,321.40,25292.40
920315552,7420,91.72,234.79,18148.83
920315852,7589,100.50,254.41,20338.80
920316152,9101,83.08,201.38,20162.75
920316452,13067,243.22,488.65,84751.52
920316752,9587,193.15,411.80,49380.05
920317052,9124,271.68,489.26,66101.87
920317352,9823,198.79,408.53,52071.12
920317652,11692,191.62,402.44,59745.97
920317952,8860,109.51,273.47,25873.79
920318252,8245,188.24,409.35,41387.89
920318552,14058,302.88,532.15,113542.00
920318852,12768,230.78,456.65,78576.93
920319152,10987,135.74,320.31,39771.33
920319452,5801,93.30,223.42,14432.61
920319752,7198,141.49,336.40,27157.84
920320052,6077,92.19,221.05,14940.16
920320352,5709,103.58,255.05,15768.43
920320652,6670,98.23,235.79,17471.12
920320952,12402,124.70,292.28,41239.20
920321252,11044,138.53,327.61,40797.15
920321552,13343,118.40,288.85,42127.39
920321852,10349,139.15,329.49,38400.99
920322152,6963,152.31,359.41,28280.64
920322452,9907,190.97,402.50,50452.24
920322752,11039,208.88,414.22,61488.13
920323052,12155,202.78,412.86,65727.20
920323352,12436,187.74,401.60,62260.19
920323652,17476,238.02,459.67,110921.81
920323952,10733,229.16,456.64,65587.92
920324252,11073,179.19,380.07,52911.20
920324552,14805,251.57,477.01,99319.57
920324852,9128,246.13,470.53,59912.48
920325152,11719,216.00,431.54,67501.07
920325452,10532,156.21,349.22,43872.67
920325752,10468,279.67,506.58,78067.89
920326052,5139,204.82,424.93,28068.32
920326352,10165,343.77,561.06,93184.72
920326652,7846,318.03,536.83,66541.15
920326952,10963,268.85,488.99,78596.21
920327252,7811,237.39,452.41,49446.83
920327552,5162,195.04,407.03,26848.37
920327852,9059,465.81,638.49,112526.37
920328152,5241,167.38,353.08,23393.07
920328452,6392,161.40,369.01,27511.09
920328752,5456,147.55,355.46,21467.39
920329052,3727,322.21,561.22,32023.52
920329352,2222,63.00,125.27,3733.04
920329652,4828,316.91,538.66,40800.61
920329952,3723,50.83,34.63,5046.77
920330252,3460,132.54,316.27,12228.72
920330552,3478,162.38,370.24,15060.27
920330852,4734,84.15,204.53,10622.83
920331152,4544,100.81,247.17,12215.33
920331452,4607,215.86,426.28,26519.07
920331752,2435,132.43,299.91,8599.20
920332052,2598,85.60,209.34,5930.08
920332352,2809,156.21,337.57,11701.52
920332652,2371,128.53,294.11,8126.48
920332952,1132,99.80,258.25,3012.51
920333252,1636,228.34,458.05,9961.81
920333552,2174,150.93,334.87,8749.76
920333852,2763,230.46,423.53,16980.56
920334152,3108,226.48,424.39,18770.85
920334452,2571,184.42,372.79,12644.08
920334752,2573,209.25,412.53,14357.23
920335052,2549,93.97,201.59,6387.73
920335352,2396,244.52,450.73,15623.04
920335652,1035,93.36,147.81,2576.83
920335952,1450,99.74,187.15,3856.64
920336252,1086,75.28,50.01,2180.08
